Fertility,Magma_Series,Al,As,Au,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Sb,Si,Te,Ti,V,W,Y,Zn
1,K,16400,709,0.079,96000,55.6,1240,22.5,43000,2800,59800,1300,500,867,50,0.9,200,13.05,,0.07,220,71,0.7,3.8,51
1,K,31200,27.9,0.001,98100,54.5,1010,35.7,67000,1700,84600,2000,100,829,250,2.1,2600,0.24,,0,530,95,0.1,6.2,76
1,K,69900,90.3,0.012,1200,16.6,575,99.7,53100,19800,16300,529,19500,251,380,17.7,1300,6.01,,0.24,1210,96,0.7,9.3,343
1,K,29900,285,0.02,80400,85.7,1730,32.8,61100,1400,80000,1480,1400,1275,150,1.1,100,16.4,,0,590,118,0.7,4.4,78
1,K,32700,517,0.024,101000,75.3,1670,36.9,58200,3400,68300,1980,9500,897,530,2.3,100,23,,0,570,126,5.6,5,53
1,K,26100,441,0.003,92500,69.5,1470,39.4,59000,1900,78900,1760,1400,809,420,1.2,0,10.95,,0,530,110,1.3,4.2,61
1,K,29700,64.9,0.026,104000,54.8,1660,755,59100,0,32600,1920,100,722,110,1.9,800,0.35,,0.16,460,117,1.5,7.3,44
1,K,23800,34.9,0.008,131000,57.8,1250,24.9,50600,100,69100,2430,100,708,80,0.6,0,4.76,,0,430,92,0.4,6.9,55
1,K,28800,6.8,0.002,68500,84.4,1520,49.7,64600,0,118500,1210,100,1405,60,0.8,100,11.15,,0,600,111,0.5,3.7,65
1,K,23800,34.4,0.013,66000,65.8,1240,28.7,57900,0,115000,1380,0,1035,80,0,100,1.99,,0,440,91,0.2,3.8,52
1,K,24700,370,0.053,106500,74.7,1440,24.9,61600,900,99000,1900,800,1070,90,0.8,300,19.65,,0.09,320,101,0.6,5.2,56
1,K,31200,1660,0.082,105500,79.6,1750,30.3,64300,2200,97200,1770,200,1245,30,1.6,1300,5.67,,0.17,270,125,1.1,5.1,60
1,K,28800,815,0.025,88900,66.5,1530,23.8,58800,7100,70700,1910,9100,787,70,0.8,300,6.53,,0.11,460,96,2.1,4,56
1,K,30500,500,0.031,87700,64,1870,54.4,70700,9300,37800,3330,4000,570,50,0.8,2600,16.9,,0.08,590,120,2.1,3.4,43
1,K,22400,962,0.163,101000,91.4,2520,25.6,69000,6000,50500,3250,3500,728,160,0.8,1900,15.1,,0.08,470,114,1.9,5,43
1,K,16200,1315,0.142,108000,81.4,2290,23.7,55700,8400,47700,4210,1500,1095,70,1,900,41.2,,0.27,330,72,1.8,4.1,41
1,K,16100,1080,0.091,73300,52.7,1690,49.5,42300,6200,32400,2490,3700,687,240,1,700,9.08,,0.13,220,59,1.7,4.1,34
1,K,13300,1065,0.084,96300,57.4,1810,36.2,45200,200,82200,1350,100,891,90,0.9,100,6.24,,0.18,310,61,1.3,3.3,37
1,K,12000,1235,0.203,83700,55.8,1360,21.1,48400,400,78000,1810,200,792,150,1.1,1300,4.28,,0.22,250,60,590,3.5,39
1,K,24000,1155,0.648,63800,81.8,1780,23,68500,1900,91400,2100,1500,1080,10,1.2,3000,4.44,,0.26,360,104,2.6,3.6,49
0,CA,24100,749,0.036,81000,59,1450,14.1,48700,1300,71400,1610,500,703,10,1.5,400,4.14,,0.16,190,99,1.4,4.5,45
1,CA,29500,1360,0.075,99100,79.4,1710,26.3,64600,5300,77700,1980,2100,1055,60,1.2,1200,6.54,,0.2,400,127,2.2,4.6,54
1,CA,23100,962,0.096,92400,62.5,1340,25.2,54200,2200,98600,1790,1800,915,60,6.4,900,4.6,,0.23,330,92,1.3,4.2,51
1,CA,32300,1495,0.106,78300,79.2,1920,29.6,75300,6100,66800,2480,6100,907,60,1.9,5200,14.8,,0.12,790,134,2.2,4.9,58
0,CA,25600,981,0.184,143000,76.4,1300,44.2,61900,3600,69600,2750,6900,887,40,1.2,3000,5.72,,0.09,380,98,1.7,5.4,45
0,CA,29500,2080,0.643,115000,70.6,1600,44.7,61400,4000,60000,2300,6600,874,70,1.8,5100,7.87,,0.12,630,118,12.4,5.8,61
0,CA,26100,733,0.029,86300,72.8,1200,51.4,60600,1600,91400,1340,200,975,80,1.1,300,26.5,,0.07,500,113,1.6,4.9,59
0,CA,21400,669,0.05,95500,67.8,1130,30.2,53000,700,91100,1450,100,1045,70,0.8,500,92.1,,0.08,460,90,1.3,4.2,49
0,CA,23100,1025,0.191,133000,60.6,1500,38.9,55300,5100,61900,2870,5000,758,130,2.1,3700,12.5,,0.14,380,99,2,5.8,52
1,CA,28500,2350,0.32,132000,65.4,1660,50.5,73300,9300,45800,3370,4400,814,70,1.1,13900,26.1,,0.07,510,117,2.1,5.4,40
1,CA,24800,109.5,0.007,86000,79.8,1130,52.8,52900,0,92800,1270,0,1260,70,0.7,200,2.58,,0,360,98,0.5,4.8,54
1,CA,32400,17.8,0.003,87700,89.3,1640,56.7,69000,100,109000,1280,0,1430,90,0.5,100,0.25,,0,880,122,0.3,4.8,63
1,K,27000,1170,0.041,105000,71.5,1410,114,60300,7600,71700,1830,300,974,60,1.6,1100,17.45,,0.08,520,110,2.2,5.6,45
1,K,24900,307,0.031,76500,78.2,1250,30.7,68600,1900,102500,1900,1000,1280,50,0.8,3000,19.9,,0.15,400,97,1.1,3.6,48
1,K,30800,13.3,0.011,98300,81.4,1310,36.2,65400,0,105500,1720,0,1205,100,0,300,7.83,,0,350,114,0.2,5.2,57
1,K,26800,579,0.011,96900,48.4,1060,14.9,60100,6000,57500,1620,3400,538,20,1.7,0,15.1,,0,960,109,4.6,6,119
1,K,30100,815,0.058,102000,65.9,1580,41.5,53700,10400,55300,2120,6000,830,100,0.8,0,20.8,,0,390,111,1.3,5.8,60
1,K,27100,43.4,0.001,68000,72.4,1480,49.3,61500,700,78800,1340,100,1095,60,0.6,100,6.25,,0,550,113,0.3,3.3,71
1,K,57700,8.6,0.006,35000,136.5,3500,278,201000,5200,55000,6300,500,1585,10,1.9,4000,0.79,,0.09,3600,250,4.5,3.3,108
1,K,69400,71.1,0.002,30200,44.1,24,81.1,84100,1400,22100,1560,29900,71.2,590,1.3,1100,0.92,,0,8180,472,4.5,9.8,119
1,K,27300,47.4,0.001,112000,65.6,1530,32.5,61000,400,72700,1820,1500,972,60,0.7,0,31,,0.06,1390,115,0.7,6.1,80
0,K,56200,93.8,0.01,61600,27.9,306,53.6,49900,3900,39900,1400,28400,140,2040,9.3,100,23.6,,0.05,3500,129,1.2,17.9,81
0,K,63600,48.7,0.001,25200,27,5,34.3,82600,1000,12900,1880,28600,42.5,660,1.6,500,3.22,,0,8490,267,3.3,13.2,128
1,K,66600,63.3,0.015,30500,37.3,10,89,71900,3200,25000,1480,30100,51.2,610,1.2,1100,2.48,,0,7270,428,5,10.1,124
0,K,65400,82,0.003,44600,37.4,10,81.5,70600,14100,17900,2150,19900,53.9,530,1,1200,2.94,,0,6120,406,4.2,8.2,104
0,K,56100,32.7,0.001,38300,32.8,17,64.4,55600,3100,27700,1420,27300,62,540,7.9,1700,1.39,,0,6620,329,6.8,8.6,110
1,K,61000,91.1,0.003,36200,46.7,13,94.3,83000,9100,17400,1770,22400,81.9,590,2.6,3300,15.55,,0,6220,373,5.7,8,175
1,K,25500,3.6,0.004,126500,69.9,1400,43.4,58600,1100,78900,1870,1300,983,90,3.9,100,0.33,,0,1660,106,0.1,6.5,64
1,K,71000,28.4,0.002,28000,50.3,22,99.9,92000,6400,24500,1520,16400,86.8,570,2.2,1200,0.89,,0,6120,442,2.5,9.3,200
1,K,73900,60.7,0.002,26200,42.3,10,83.9,75300,4200,20500,1290,28200,70.6,670,1.3,1400,1.44,,0,6860,478,3.2,12.8,172
1,K,73000,9,0.001,1600,47.4,10,179.5,91800,200,52900,508,17000,121.5,660,1.3,1100,0.73,,0,9700,473,8,13.6,131
1,K,63500,11.1,0.005,18300,48.1,11,440,130500,100,46400,1290,4200,61.6,590,2.2,1400,1.03,,0,8450,463,2,16.4,166
1,K,36800,144,0.003,80000,99.1,2050,84.1,80000,10400,43600,3110,400,950,100,1.4,1100,3.23,,0,730,153,1.1,5.7,71
1,K,72600,68.8,0.003,25400,47.5,23,149,95700,7000,18400,1420,22100,55.9,650,1.3,1800,1.58,,0,6370,439,1.9,10.6,149
1,K,19900,779,1.465,45100,99.6,1890,33.3,59900,300,112500,1250,2400,1580,20,0.8,1100,23.4,,0.08,430,82,1.6,3,50
0,K,30700,517,0.021,81900,80.5,1820,49,71700,3700,76000,1880,3200,1080,70,19.3,1300,7.71,,0.09,610,132,1.8,4.6,173
0,K,26300,476,0.006,83400,77.1,1580,33.4,64200,1700,83600,1480,4200,1120,70,1.3,400,48.1,,0.08,650,105,1.2,3.8,56
0,K,38500,6.9,0.002,108500,92.9,1630,66.5,67000,1100,78900,1940,1300,1020,120,1,100,13.2,,0.05,2410,151,0.2,9.3,68
1,K,32600,2.3,0.001,133500,90.5,1680,37.5,68400,1900,48600,2880,5000,959,110,0.7,100,0.38,,0.05,1950,130,0.1,7.5,71
1,K,33600,2.1,0,122000,91.9,1920,53.6,58700,1100,60300,2180,9600,1020,110,0.8,100,0.41,,0,2130,139,0.1,7.9,59
1,K,47400,0.5,0.001,46800,107.5,2380,58.1,80500,1600,37100,2620,10700,1010,190,0,600,0.25,,0,3020,179,0.2,10.7,75
1,K,31400,0.4,0,29500,88.5,1430,38.3,76300,100,142500,1040,400,1240,90,0,0,0.53,,0,2070,133,0.1,6.3,62
1,K,77500,3.1,0,51100,133,1060,61,69700,7600,21200,2440,29800,725,170,0.7,0,0.32,,0,2680,176,0.2,9.6,80
1,K,21600,1640,0.095,154000,73.1,1490,4.2,58600,6800,76100,2940,6100,1010,10,1.1,700,6.45,,0.09,310,87,1.5,7.6,31
1,K,46200,6.6,0.002,38500,133.5,3050,79,117000,2400,35600,4170,3300,1100,120,1,600,0.32,,0,2830,203,0.1,6.1,95
1,K,21000,103,0.004,116000,58.5,1260,26.5,54400,9300,53900,2800,400,880,470,1.5,500,6.01,,0,320,81,1.2,5.5,36
1,K,20000,112.5,0.031,113000,57.3,1330,30,51300,3400,69700,1580,2800,931,130,0.9,1000,70.5,,0,330,80,0.7,4.5,48
1,K,25300,748,0.623,99400,63,1480,27.8,42600,8400,50000,1820,6300,1020,200,0.9,1600,110.5,,0.14,210,93,1,5.2,30
1,K,24800,17.4,0.001,50500,86,1360,52.8,63900,100,127500,1250,100,1480,80,1.3,100,1.51,,0,420,96,0.4,3.9,68
1,K,70100,96.6,0.009,25800,23.5,212,40.2,46400,18200,17800,710,22300,101.5,890,13.1,800,7.81,,0,1270,130,0.7,8.5,112
1,K,86200,79.2,0.016,6500,21.5,222,42.6,37600,25900,4200,513,21200,81,1020,13.4,700,4.28,,0.05,1260,98,0.5,9.4,416
1,K,43300,44.3,0.01,12800,12.6,158,27.1,31700,5800,6500,499,24400,49.6,870,69.8,1300,6.89,,0,520,26,0.2,5.8,134
1,K,92500,91.8,0.012,6800,22.3,231,39.6,37800,29700,5400,537,15200,85.3,1000,11.8,700,3.68,,0,1420,96,0.5,9.4,64
1,K,71900,122,0.012,30000,19.3,110,34.4,34600,29000,17100,560,3800,67.5,800,17.7,400,3.62,,0,1860,99,1.2,10,74
1,K,69200,121,0.006,33500,23.6,197,41.7,40000,26100,16000,678,9400,86.5,910,16.3,700,3.13,,0.05,1770,127,0.7,9,96
1,K,77400,136.5,0.017,4300,16.6,257,40.8,37400,26700,3900,364,18300,64.6,810,22.4,900,14.25,,0,1550,99,0.9,8.4,282
0,K,80200,85,0.007,11400,16.9,172,34.5,33800,24500,9000,421,22100,65.2,860,7.8,700,2.39,,0,1530,86,0.7,9.7,55
0,K,57800,13.1,0.085,17400,11.1,144,47.9,32100,1700,15300,616,31600,52.6,640,4,300,1.54,,0,1520,89,2.3,9.7,50
1,K,69500,104,0.006,21600,21.9,180,55.3,30700,23600,5800,342,19700,70.4,850,7,1100,2.77,,0.05,1980,92,0.9,9.3,41
1,K,10400,6.8,0.002,5900,3.8,77,10,21100,3100,2000,346,2300,21.4,350,34,100,1.56,,0,300,12,0.2,3.4,57
1,K,84100,88.3,0.013,12400,21.8,177,48,43200,32400,10100,535,10600,83.2,980,14.1,1300,5.87,,0,1600,105,0.9,11.3,88
1,K,57600,93,0.01,28100,5.1,42,21.8,25600,1600,5200,804,44400,42.3,210,2.6,400,0.48,,0,1220,25,0.9,4,39
1,K,45000,350,0.003,83500,109,2550,63.8,77900,700,47100,2530,2700,1370,130,1.8,500,6.76,,0,830,183,0.7,5.2,97
1,K,57600,38.3,0.001,59200,37.7,11,83.8,60600,900,13900,2320,27500,65.6,520,3.1,600,1.9,,0,8720,354,2.1,18.8,72
1,K,29700,10.8,0.001,80600,50,1290,89.8,41400,0,105500,1200,200,1080,70,1.5,200,0.88,,0,440,110,0.3,3.6,82
1,K,19700,7.9,0.001,272000,9.1,1160,3490,28900,0,31900,2500,100,476,100,2.9,3100,0.33,,0,460,82,0.3,19.1,42
1,K,70700,12.5,0.006,10800,15.8,188,57.7,33100,15500,19800,314,21500,71.3,870,4.9,600,1.7,,0.06,1870,93,0.8,9.6,35
1,K,80600,41.6,0.008,8200,16.2,186,126.5,35600,20600,15800,315,24900,81.3,950,7.1,1400,2.6,,0.05,2390,108,1.3,10.2,50
1,K,76200,18.3,0.028,11300,18,173,31.9,35500,18000,13600,446,28000,69.8,860,5.4,700,2.17,,0.06,2030,96,1,10.7,71
1,K,72300,31,0.01,13900,20.5,206,41.3,35800,18600,13000,557,23500,81.6,850,11.3,1400,2.91,,0.07,1810,96,0.9,9.4,103
1,K,26600,69.9,0.008,140500,60.4,1750,54.3,67100,2100,44100,4180,13900,667,100,1.2,600,2.55,,0,1310,114,2.7,6.9,52
1,K,69100,107,0.061,39300,17.7,122,9.7,36400,1500,25900,697,46700,82.1,1210,5.8,600,1.08,,0,2420,81,6.5,10.2,34
1,K,64100,62,0.001,25200,43.1,8,69.2,98200,200,25700,1760,18600,79.1,590,4,700,0.96,,0,8790,407,5.5,18.4,113
1,K,23200,655,0.013,91500,72.3,1520,25.3,51700,8500,65100,1680,2400,1135,70,0.8,500,14.25,,0.11,360,95,1.4,3.4,53
1,K,28600,275,0.016,47100,75.9,1460,25.1,63400,5000,103000,1390,500,1115,100,1.5,100,9.36,,0,560,111,0.9,3.7,84
1,K,20800,235,0.017,24400,63.7,1370,21.2,49800,2400,116500,716,500,1080,40,1.8,200,22,,0.06,290,83,1.1,1.8,61
1,K,27700,13.2,0.001,52000,90.8,1660,60,65200,0,125000,1090,0,1510,60,1.5,200,1.21,,0,390,115,0.4,4,70
1,K,39500,321,0.052,43300,117,2980,64.6,79400,10400,40500,2670,15400,1280,90,1.6,2000,10.55,,0.08,870,179,1.9,2.3,97
0,K,21300,595,0.033,36200,75.8,1310,33.9,56700,3700,128500,956,400,1215,40,1.9,300,28.5,,0.05,430,90,1.1,3.5,59
0,K,26500,510,0.014,7000,81.1,1720,23.2,64400,7100,138000,817,300,1225,40,1.8,200,16.85,,0.07,190,103,1.1,2.3,68
0,K,80500,8.2,0.018,3400,28.5,82,277,48700,600,15100,492,51600,103.5,940,49.5,4000,0.58,,0.37,2690,104,2,21.4,2670
0,K,41600,332,0.009,80600,94,2560,73.2,55200,8600,37000,1380,400,993,210,4.7,1200,3.4,,0.09,1120,188,1.7,4.4,82
0,K,20600,20.9,0,96800,61.6,1260,35.1,53700,1000,87600,1240,0,944,50,0.7,300,0.82,,0,340,88,0.6,4.1,67
0,K,21700,97.5,0.003,50000,90.3,1560,21,57800,0,109500,945,0,1400,50,0.9,300,0.78,,0,590,98,0.6,3.1,62
0,K,27600,198.5,0.017,44300,83.7,1620,48,65900,0,122000,1050,0,1280,90,2.1,1000,2.24,,0,480,116,1.1,3,65
0,K,68900,12.4,0.003,3500,22.7,174,57.7,53500,20000,29100,388,17000,103,920,12.1,700,0.85,,0.05,3470,122,1.4,10.7,106
0,K,15500,52.4,0.002,109500,45.6,942,108,35800,100,63800,1720,100,662,50,2.4,200,3.91,,0,230,58,0.4,7.5,55
0,K,24800,110,0.005,122000,74,1580,134,44700,100,70200,1640,100,1240,40,3,1000,23.7,,0,410,101,0.5,10.5,71
0,K,23000,371,0.009,84000,58.3,1220,53.7,48300,100,77600,1880,100,975,20,16.4,800,10.5,,0,250,86,0.5,6.7,186
0,K,31000,52.4,0.003,23000,86.5,1780,34.7,62700,0,131500,1060,0,1330,100,1.5,100,12.85,,0,360,113,0.7,2.3,112
0,K,27800,514,0.019,18500,75.6,1930,26.7,61700,6000,128500,766,800,1145,60,1,300,18.35,,0.09,510,105,1.6,1.8,85
0,K,31000,71.5,0.003,99700,87.7,1970,43.8,79200,9000,59500,2800,500,1095,90,1.1,400,239,,0,810,131,1.3,5.2,79
1,K,27600,1060,0.005,82500,81.2,1660,30.7,60000,1000,106500,1220,200,1300,40,2.8,100,35,,0,550,112,1.9,3.7,77
1,K,73200,94.6,0.005,39600,53.6,18,104,89700,5600,23700,1700,30900,107,680,2.5,3000,2.51,,0,8590,479,6.6,10,207
1,K,71800,191,0.008,26900,52.2,13,118.5,74700,10800,18100,1470,29000,247,680,2.4,1700,24.8,,0,7570,465,26.7,14.3,253
1,K,66700,116,0.005,45300,53.2,13,104.5,62900,16700,18300,2260,22600,85.4,600,2.7,3600,1.97,,0,8110,418,7.2,11.4,455
1,K,24800,106,0.004,117500,56.8,1100,32.1,52600,7900,65500,2280,2800,668,420,2.1,600,29.2,,0,810,89,1.3,6.6,63
1,K,38100,213,0.001,76800,107.5,2020,85.8,85900,700,42700,3440,2700,825,100,1.8,1500,2.72,,0,1100,156,1.2,4.6,73
1,K,55800,84.5,0.001,12700,52.8,22,75.5,127500,600,9300,2090,500,35.9,770,1.9,800,3.87,,0,4430,381,0.4,8.5,152
1,K,79400,53.8,0.004,4600,25,195,54.1,48500,20300,19700,307,17600,108,910,6.9,700,2.19,,0.07,2320,128,1.3,9.6,113
1,K,75200,26.5,0.006,14100,21.2,179,131.5,41300,14500,16400,568,26600,79.6,780,8.6,1000,2.38,,0.06,2130,95,0.9,10.4,80
1,K,74100,31.3,0.013,5700,14.9,208,30.5,38700,14400,16900,340,33000,69.4,820,15.5,2100,1.6,,0.06,1790,93,0.9,9.8,70
1,K,62000,44.8,0.006,38300,15.7,109,70.8,39300,23600,17400,614,11700,62.3,620,45,400,7.68,,0.05,1570,72,0.7,12.4,111
1,K,63900,17.1,0.006,28400,17.5,164,76.4,40000,24800,20100,912,6500,81.9,870,13.2,500,3.13,,0.07,2150,106,1.2,11.1,57
1,K,81200,20.6,0.003,39300,9.8,80,23.4,26600,31200,15700,590,14400,41.9,700,41.5,500,3.32,,0,1800,52,0.8,9.8,75
1,K,13700,9.8,0.002,14300,3.5,50,109.5,22800,2300,6000,505,4800,18.9,210,51.3,800,1.64,,0,300,19,0.1,2.8,47
1,K,77600,66.2,0.005,19000,20.4,149,40.9,36100,19300,16500,621,30800,79.2,890,4.4,700,2.98,,0.06,1650,99,0.6,10.5,70
1,K,4100,3.8,0,33900,2.2,41,5.3,22800,700,13200,489,2200,9.2,240,234,200,3.05,,0,110,6,0.1,4.6,74
1,K,67100,83.3,0.024,19200,26.6,297,54.3,44800,18000,18400,625,22300,77.4,880,26.1,6700,33.2,,0.15,1880,96,0.9,8.4,120
1,K,81900,95.1,0.006,11200,20.8,172,47,38600,18400,15200,437,25900,81.2,840,16.7,1700,18.8,,0.11,2110,110,1.1,9.3,77
1,K,81200,55.5,0.007,9800,19.9,165,41.8,36800,25500,8100,458,21600,76,860,11,1200,13.6,,0.09,1390,102,0.7,8.8,52
1,K,36200,17.6,0.005,32900,8.8,119,33.6,29800,11900,15300,521,6900,42.5,530,39,1200,7.86,,0,770,45,0.5,5.2,117
1,K,24600,93.4,0.023,133000,55.9,1470,97.7,67900,200,25000,2610,200,626,100,1.7,9800,0.62,,0.15,420,88,4.3,6.5,41
1,K,33500,364,0.014,159000,104.5,2230,633,75600,900,53700,2710,2600,1135,120,1,500,5.46,,0,1210,148,1.6,7.2,68
1,K,72000,73.1,0.015,38100,46.6,23,99.9,78800,15300,16800,1620,28700,118,610,1.3,1800,1.66,,0,8710,491,18.7,8.8,161
1,K,50200,8.7,0,46900,135.5,2670,63.7,72700,2700,52600,1580,13800,1415,180,1,900,0.78,,0,3330,227,0.1,10,96
1,K,28500,707,0.058,90000,76.5,1820,45.8,59200,100,101500,1060,100,1090,10,0.9,2100,19.25,,0.1,470,131,1.3,4.8,47
1,K,24600,30.6,0,111000,80.4,1390,25.8,61300,0,64300,2920,100,1120,60,0,600,0.32,,0,420,95,0.6,4.4,50
1,K,16000,55.8,0.002,116500,58.5,1140,20.2,49100,0,85300,1860,200,969,30,5.1,500,3.96,,0,540,67,1.3,5.3,30
1,K,50200,7.8,0,29800,101,3140,65.4,118500,0,43500,2170,200,845,90,0,100,3.14,,0,1050,212,0.9,3.6,123
1,K,34800,11.6,0.004,106500,35.7,1710,19.6,59400,100,104000,1960,100,817,20,0.6,0,0.67,,0,210,137,0.2,4.8,58
1,K,69000,29.7,0.084,35100,29.3,188,5.5,48000,300,41500,656,36700,119,2160,1.5,3500,5.43,,0.09,2760,105,5,10,48
0,K,75200,70.9,0.006,34000,21.2,183,39.9,37700,26500,19600,551,7600,85.8,810,13.2,1600,11.95,,0.08,1520,93,0.8,9.8,93
0,K,77300,46.1,0.013,15900,25.1,241,46.6,40000,15600,17800,546,32000,77.6,830,13.5,5300,3.73,,0.08,2420,98,1,10.5,54
0,K,80000,47.1,0.001,20200,20.6,176,43.5,37600,16700,15600,661,37600,78.7,810,7.9,2400,2.32,,0.07,2030,100,0.8,10.4,90
0,K,81600,64.1,0.001,19300,18.2,146,34.8,36600,17100,16000,619,25600,69.6,830,25.8,1200,7.48,,0.05,1590,81,0.9,9.3,56
0,K,85200,48.1,0.006,6800,20.1,160,29.1,34000,20200,9400,485,31500,62.7,790,13,1600,3.08,,0.07,1330,89,0.4,8.6,39
1,CA,79400,14.1,0.003,2300,8.7,175,5.7,24200,12100,9500,71,40200,65.9,840,8.5,1500,2.4,,0.06,1560,87,0.5,9,55
1,CA,52500,140,0.597,58000,21.4,154,48.8,42000,3400,29200,916,35100,56.7,410,4.4,17400,3.21,,0.18,1400,89,19.5,9.3,22
1,CA,61400,5.9,0,52800,44.3,553,46.2,68700,16100,66300,1220,21500,225,1570,9.8,0,0.61,,0,4720,185,0.4,30.8,98
1,CA,64900,7.4,0,53600,41.7,511,8.7,68700,23800,64600,1240,20500,217,1590,5.1,0,0.85,,0,4720,175,0.4,29.5,116
1,CA,58900,7,0.024,19200,20,147,10.6,41400,11700,15000,972,28300,34.8,1520,15,10900,6.16,,0,2810,104,0.8,16,68
1,CA,72700,12.6,0.024,33700,40.1,79,111.5,108500,5300,20100,2780,16700,71.9,680,3.7,2700,1.47,,0.08,6030,331,0.5,16.7,151
1,CA,75000,9,0.021,29900,48.6,108,108.5,95000,6000,22800,2160,21900,90.5,690,3.7,2500,1.42,,0.09,5040,314,0.3,13.8,158
1,CA,80100,28.1,0.01,11400,38.6,288,75.3,52900,18100,14900,657,20800,110.5,900,13.8,4200,1.63,,0.08,2800,153,0.7,14.2,105
1,CA,73400,28.5,0.005,19400,48,74,78.9,102000,1400,15800,1950,29100,50.4,820,5.3,2200,2.12,,0,5340,346,0.3,18,142
1,CA,62000,2.5,0,37900,38.7,419,81.3,66900,16000,58100,1140,26700,153.5,1710,4.5,0,0.5,,0,4670,183,0.4,30.5,106
1,CA,59400,4.4,0,44400,40.5,514,5.7,69500,23300,62400,1260,20300,176.5,1660,9.9,0,0.43,,0,4610,187,0.4,31.8,126
1,K,68800,2.4,0,32500,26.2,215,55,51900,15100,35400,742,24600,89,1260,6.7,200,0.72,,0,3120,138,0.5,20.6,102
1,K,68100,5.5,0,29800,28.1,211,46.6,54900,21000,32500,980,22400,82.2,1300,22.3,1000,1.01,,0,3760,151,0.5,31,104
1,K,67300,3.5,0,28300,26.4,229,35.8,54300,25400,32600,923,25800,82.6,1320,15.3,200,1.81,,0,3230,147,0.3,31.7,96
1,K,27700,2.5,0,30300,11.2,83,24,29100,5500,13700,1020,12100,22.6,460,4.9,1200,0.84,,0,1550,80,0.1,10.1,36
1,K,56500,3.3,0,39700,22.9,182,37.3,49600,17500,30800,1080,18900,67.7,1000,7.4,100,1.27,,0,2930,137,0.4,19,88
1,K,65200,4.8,0.002,29500,23.7,246,42.7,52000,28000,34800,944,24100,77.3,1240,10,0,0.42,,0,4120,139,0.5,31,101
1,K,69000,3.7,0,25600,21.4,160,24.8,52000,8700,24300,763,36500,41.2,2130,7.9,0,0.8,,0,3780,143,0.7,26.1,99
1,K,69700,4.3,0.002,35100,22.9,156,4.6,57900,24200,25400,789,29500,41.8,2130,6.7,0,0.61,,0,4530,164,0.6,34.9,78
1,K,73700,2.8,0.005,34500,23.3,145,48.3,48400,20500,29600,734,33000,55.5,1520,16.2,200,0.57,,0,2570,174,0.5,24.8,80
1,K,5500,1.3,0.012,4300,1.8,62,2170,9300,900,1500,123,2900,4.8,140,9,1900,0.23,,0,290,14,0.1,2.3,6
1,K,3000,1.2,0.003,2700,1.8,56,1245,9100,600,1400,150,1400,3.9,90,5.2,1200,0.21,,0,160,11,0.1,1.7,6
1,K,69000,4.6,0.001,30300,25.6,260,44.8,49500,14600,34800,949,31100,79.5,1350,9.2,0,1.29,,0,3630,147,0.4,24.2,99
